Número da contratação;Código Classe/Grupo;Valor Total;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;IdxValor;ID;ID Futura Contratação;Valor PCA
43/2026;7040;20000;Devolvida;;Equipamentos Informática;CONTRATACOES_TIC;102122;45932;46052;120;BIBLIOTECA;57/2025;Médio;1;46111;Material;EQUIPAMENTOS DE ENTRADA DE DADOS;238;SCANNER;623997;APLICAÇÃO: DIGITALIZAÇÃO DE LIVROS, FORMATO: A3, INTERFACE: USB 2.0, RESOLUÇÃO ÓTICA: 300, TENSÃO ALIMENTAÇÃO: BIVOLT, TIPO: PLANETÁRIO, TIPO ALIMENTADOR PAPEL: MANUAL, VELOCIDADE DIGITALIZAÇÃO: 1,5 PPS;UN;10000;2;1;;;
60/2026;943;13000;Aprovada;;Dedetização FOB;SERVICOS;102122;46255;46377;122;ATA - ADMINISTRACAO;111/2025;Médio;1;46304;Serviço;Serviços de saneamento e serviços similares;;;3417;Desinsetização / desratização / dedetização;;13000;1;1;230;102122-60/2026;13000
2/2026;1550;8000;Devolvida;;Aquisição de drone;BENS;102122;46233;46353;120;TEC. EDUCACIONAL;339/2025;Alto;1;46129;Material;Aeronaves teleguiadas;16741;Aeronaves Teleguiadas;600919;características adicionais: câmera, controle remoto, detector obstáculos, esta, peso máximo: 570, quantidade motores: 4 motores, tamanho diagonal: 302, tipo: aeronave remotamente pilotada (drone);UN;8000;1;1;;;
3/2026;7510;500;Aprovada;;Aquisição de materiais de papelaria;BENS;102122;46205;46325;120;BAE - ESTOMATO. CIRU. RADIO. PATO;26/2025;Médio;2;46174;Material;Artigos para escritório;;;;;;500;1;1;228;102122-3/2026;500
3/2026;7510;150000;Aprovada;;Aquisição de materiais de papelaria;BENS;102122;46205;46325;120;ALMOXARIFADO;175/2025;Médio;1;46054;Material;ARTIGOS PARA ESCRITÓRIO;;;;;;150000;1;1;288;102122-3/2026;150000
3/2026;3610;15000;Aprovada;;Aquisição de materiais de papelaria;BENS;102122;46205;46325;120;ATA - ADMINISTRACAO;335/2025;Médio;1;46080;Material;Equipamento para impressão, duplicação e encadernação;;;;;;15000;1;1;229;102122-3/2026;15000
4/2026;4610;1600;Aprovada;;Eletrodomésticos;BENS;102122;46034;46142;108;BAE - ESTOMATO. CIRU. RADIO. PATO;26/2025;Médio;1;46174;Material;EQUIPAMENTOS PARA PURIFICAÇÃO DE ÁGUA;;;;;;1600;1;1;321;102122-4/2026;1600
4/2026;4110;3362,95;Aprovada;;Eletrodomésticos;BENS;102122;46034;46142;108;Biotério;118/2025;Alto;1;46142;Material;Equipamento para refrigeração;783;Freezer;609362;capacidade: 470, características adicionais: rodízios fibra, cor: branca, quantidade tampas: 2, temperatura operação: de 0 a -25, tensão alimentação: 110, tipo: horizontal;UN;3362,95;1;1;322;102122-4/2026;3362,95
4/2026;4610;899,9;Aprovada;;Eletrodomésticos;BENS;102122;46034;46142;108;Biotério;146/2025;Alto;1;46142;Material;Equipamentos para purificação de água;;;;;;899,9;1;1;317;102122-4/2026;899,9
4/2026;7310;400;Aprovada;;Eletrodomésticos;BENS;102122;46034;46142;108;BAD - DENT. ENDO. MAT ODONT.;181/2025;Médio;1;46034;Material;Equipamentos para cozinhar, assar e servir alimentos;;;;;;400;1;1;325;102122-4/2026;400
4/2026;4610;590;Aprovada;;Eletrodomésticos;BENS;102122;46034;46142;108;BAD - DENT. ENDO. MAT ODONT.;188/2025;Alto;1;46024;Material;Equipamentos para purificação de água;;;;;;590;1;1;318;102122-4/2026;590
4/2026;7310;569;Aprovada;;Eletrodomésticos;BENS;102122;46034;46142;108;Biotério;249/2025;Alto;1;46142;Material;Equipamentos Para Cozinhar, Assar E Servir Alimentos;1045;Forno Microondas;;;;569;1;1;319;102122-4/2026;569
4/2026;4110;3000;Aprovada;;Eletrodomésticos;BENS;102122;46034;46142;108;TRIAGEM - URGENCIA;259/2025;Alto;1;46063;Material;EQUIPAMENTO PARA REFRIGERAÇÃO;13629;REFRIGERADOR DOMÉSTICO;624264;CAPACIDADE: 370, CARACTERÍSTICAS ADICIONAIS: PRATELEIRAS DE VIDRO REMOVÍVEL E REGULÁVEL, COR: BRANCA, TIPO: FROST FREE DUAS PORTAS, VOLTAGEM: 110;UN;3000;1;1;326;102122-4/2026;3000
4/2026;7310;1000;Aprovada;;Eletrodomésticos;BENS;102122;46034;46142;108;ATA - ADMINISTRACAO;255/2025;Médio;1;46091;Material;Equipamentos para cozinhar, assar e servir alimentos;;;;;;1000;1;1;320;102122-4/2026;1000
4/2026;4130;4772,82;Aprovada;;Eletrodomésticos;BENS;102122;46034;46142;108;Biotério;116/2025;Alto;1;46142;Material;COMPONENTES DE EQUIPAMENTOS PARA REFRIGERAÇÃO E AR  CONDICIONADO;13144;UMIDIFICADOR E PURIFICADOR AMBIENTE;392123;CAPACIDADE: 6, CARACTERÍSTICAS ADICIONAIS: TIMER PROGRAMA 7 HS/PAINEL DIGITAL/ALARME SONORO T, MATERIAL: PLÁSTICO, TIPO: ULTRASÔNICO E IONIZADOR, VOLTAGEM: 110/220;UN;2386,41;2;1;323;102122-4/2026;4772,82
4/2026;4440;4772,82;Aprovada;;Eletrodomésticos;BENS;102122;46034;46142;108;Biotério;250/2025;Alto;1;46142;Material;Secadores, Desidratadores E Anti-Hidratadores;6123;Desumidificador;602163;aplicação: desumidificação ambiental, capacidade: 18 litros p/dia, características adicionais: com rodizios, para ambientes de ate 300m³, voltagem: 220;UN;2386,41;2;1;324;102122-4/2026;4772,82
8/2026;871;56000;Aprovada;;Reposição Peças Autoclave;BENS;102122;45960;46080;120;ATF - FINANCEIRO;161/2025;Médio;1;46185;Serviço;Serviços De Manutenção E Reparo De Produtos Fabricados De Metal,Maquinaria E Equipamentos;;;;;;56000;1;1;218;102122-8/2026;56000
8/2026;4230;235000;Aprovada;;Reposição Peças Autoclave;BENS;102122;45960;46080;120;ATF - FINANCEIRO;173/2025;Médio;1;46213;Material;Equipamento  Para Descontaminação E Impregnação;;;;;;235000;1;1;219;102122-8/2026;235000
11/2026;6145;45000;Aprovada;;Material elétrico;BENS;102122;46203;46323;120;ATA - ADMINISTRACAO;172/2025;Médio;1;46069;Material;FIOS E CABOS ELÉTRICOS;;;;;;45000;1;1;124;102122-11/2026;45000
11/2026;9390;45000;Aprovada;;Material elétrico;BENS;102122;46203;46323;120;ATA - ADMINISTRACAO;172/2025;Médio;2;46069;Material;PRODUTOS DIVERSOS NÃO METÁLICOS;;;;;;45000;1;1;123;102122-11/2026;45000
11/2026;6240;20000;Aprovada;;Material elétrico;BENS;102122;46203;46323;120;ATA - ADMINISTRACAO;172/2025;Médio;3;46069;Material;Lâmpadas elétricas;;;;;;20000;1;1;125;102122-11/2026;20000
12/2026;6520;200000;Aprovada;;Peças Manutenção de Clínicas ;BENS;102122;46175;46295;120;ATA - ADMINISTRACAO;158/2025;Alto;1;46073;Material;Instrumentos, equipamentos e suprimentos dentários;;;;;;200000;1;1;122;102122-12/2026;200000
18/2026;6520;920000;Aprovada;;Material Odontológico Almox ;BENS;102122;46083;46203;120;ALMOXARIFADO;171/2025;Médio;1;46203;Material;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS;;;;;;920000;1;1;306;102122-18/2026;920000
19/2026;7240;12000;Aprovada;;Higiene e limpeza Almox;BENS;102122;45915;46034;119;ATA - ADMINISTRACAO;167/2025;Médio;1;46101;Material;Recepientes para uso doméstico e comercial;;;;;;12000;1;1;166;102122-19/2026;12000
19/2026;8520;6200;Aprovada;;Higiene e limpeza Almox;BENS;102122;45915;46034;119;ALMOXARIFADO;177/2025;Médio;1;46032;Material;SABONETES, ARTIGOS PARA BARBEAR E DENTIFRÍCIOS;;;;;;6200;1;1;300;102122-19/2026;6200
19/2026;8540;131000;Aprovada;;Higiene e limpeza Almox;BENS;102122;45915;46034;119;ALMOXARIFADO;177/2025;Médio;2;46032;Material;ARTIGOS DE PAPEL PARA HIGIENE;;;;;;131000;1;1;298;102122-19/2026;131000
19/2026;6810;19000;Aprovada;;Higiene e limpeza Almox;BENS;102122;45915;46034;119;ALMOXARIFADO;177/2025;Médio;3;46032;Material;PRODUTOS QUÍMICOS;;;;;;19000;1;1;301;102122-19/2026;19000
19/2026;6840;5800;Aprovada;;Higiene e limpeza Almox;BENS;102122;45915;46034;119;ALMOXARIFADO;177/2025;Médio;4;46032;Material;PESTICIDAS E DESINFETANTES;;;;;;5800;1;1;302;102122-19/2026;5800
19/2026;7920;20000;Aprovada;;Higiene e limpeza Almox;BENS;102122;45915;46034;119;ALMOXARIFADO;177/2025;Médio;5;46032;Material;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;;;;;;20000;1;1;303;102122-19/2026;20000
19/2026;8105;8500;Aprovada;;Higiene e limpeza Almox;BENS;102122;45915;46034;119;ALMOXARIFADO;177/2025;Médio;6;46032;Material;SACOS E BOLSAS;;;;;;8500;1;1;296;102122-19/2026;8500
19/2026;7350;18500;Aprovada;;Higiene e limpeza Almox;BENS;102122;45915;46034;119;ALMOXARIFADO;177/2025;Médio;7;46032;Material;LOUÇA E ARTIGOS DE MESA;;;;;;18500;1;1;304;102122-19/2026;18500
19/2026;8135;3000;Aprovada;;Higiene e limpeza Almox;BENS;102122;45915;46034;119;ALMOXARIFADO;177/2025;Médio;8;46032;Material;MATERIAIS A GRANEL PARA ACONDICIONAMENTO E EMBALAGEM;;;;;;3000;1;1;299;102122-19/2026;3000
19/2026;8135;5000;Aprovada;;Higiene e limpeza Almox;BENS;102122;45915;46034;119;ALMOXARIFADO;177/2025;Médio;9;46032;Material;MATERIAIS A GRANEL PARA ACONDICIONAMENTO E EMBALAGEM;;;;;;5000;1;1;297;102122-19/2026;5000
19/2026;7330;6800;Aprovada;;Higiene e limpeza Almox;BENS;102122;45915;46034;119;ALMOXARIFADO;177/2025;Médio;10;46032;Material;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;;;;;;6800;1;1;305;102122-19/2026;6800
64/2026;166;168000;Aprovada;;Manutenção equipamentos laboratório edital Profa Adriana Calvo;SERVICOS;102122;45964;46083;119;BAB - CIENCIAS BIOLÓGICAS;368/2025;Baixo;1;46082;Serviço;Serviços de manutenção e instalação de equipamentos de tic;;;;;;168000;1;1;270;102122-64/2026;168000
22/2026;545;700000;Aprovada;;Reforma cobertura do CPC;SERVICOS;102122;45903;46083;180;OBRAS;275/2025;Médio;1;46082;Serviço;Tipos especiais de serviços de construção;;;19224;Construção / manutenção / reforma - telhado;;700000;1;1;118;102122-22/2026;700000
32/2026;6515;2876000;Aprovada;;ARP AASI;BENS;102122;46083;46203;120;CLINICA DE FONOAUDIOLOGIA;34/2025;Médio;1;46073;Material;Instrumentos, equipamentos e suprimentos médicos  e  cirúrgicos;30296;Aparelho de amplificação sonora individual - aasi;;;;2876000;1;1;111;102122-32/2026;2876000
32/2026;6135;12960;Aprovada;;ARP AASI;BENS;102122;46083;46203;120;CLINICA DE FONOAUDIOLOGIA;91/2025;Médio;1;46084;Material;Baterias Nao Recarregáveis;3479;Bateria Não Recarregável;627243;aplicação: aparelho auditivo aasi, características adicionais: c/ compatibilidade específica, sistema eletroquímico: zinco-ar, tensão nominal: 1,4;EMB;18;720;1;110;102122-32/2026;12960
67/2026;6640;850000;Aprovada;;Projeto: fNIRS para Investigações em Neurociência Aplicada à Comunicação, Desenvolvimento e Envelhec;BENS;102122;45978;46160;182;BAF - FONOAUDIOLOGIA;378/2025;Médio;1;46111;Material;Equipamentos e artigos de laboratório;1855;Espectrômetro;;;;850000;1;1;307;102122-67/2026;850000
80/2026;5836;35000;Aprovada;;Pregão audiovisual;BENS;102122;46051;46171;120;ATAC - ACADEMICA;13/2026;Médio;1;46172;Material;Equipamentos para gravação e reprodução de vídeo;;;;;;35000;1;1;380;102122-80/2026;35000
81/2026;6350;192000;Aprovada;;Sistema de monitoramento e controle;BENS;102122;46051;46171;120;ATA - ADMINISTRACAO;16/2026;Médio;1;46203;Material;Sistemas Diversos De Sinalização, Alarme E Detecção Para  Segurança;;;;;;192000;1;1;379;102122-81/2026;192000
82/2026;6530;160000;Aprovada;;Mobiliário em inox;BENS;102122;46147;46265;118;BAB - CIENCIAS BIOLÓGICAS;7/2026;Médio;1;46233;Material;Mobiliário, equipamentos, utensílios e  suprimentos  hospitalares;;;;;;160000;1;1;378;102122-82/2026;160000
83/2026;6630;26000;Aprovada;;Colunas para espectrômetro de massa;BENS;102122;46052;46111;59;BAB - CIENCIAS BIOLÓGICAS;18/2026;Médio;1;46111;Material;Instrumentos Para Análises Químicas;1855;Espectrômetro;604357;características adicionais: controle de chamas programável e ajuste automático, componentes: torre para 8 lâmpadas, queimador de gás acetileno, modelo: com duplo feixe real e emissão de chama, tipo: absorção atômica de chama;UN;26000;1;1;377;102122-83/2026;26000
84/2026;6910;144000;Aprovada;;manequins raio x;BENS;102122;46146;46265;119;BAE - ESTOMATO. CIRU. RADIO. PATO;4/2026;Médio;1;46264;Material;Acessórios para treinamento;9837;Modelo anatômico para fins didáticos;;;;144000;1;1;376;102122-84/2026;144000
85/2026;7080;40000;Aprovada;;suprimentos para rede de informática;BENS;102122;46083;46203;120;STI;8/2026;Médio;1;46203;Material;Peças, acessórios e ferramentas para redes de tic;;;;;;40000;1;1;375;102122-85/2026;40000
86/2026;7610;16000;Aprovada;;Aquisição de livros didáticos;BENS;102122;46051;46171;120;BIBLIOTECA;11/2026;Médio;1;46172;Material;LIVROS E FOLHETOS;19783;LIVRO DIDÁTICO;;;;16000;1;1;374;102122-86/2026;16000
87/2026;661;300000;Aprovada;;Serviços de emissão de passagens aéreas;SERVICOS;102122;46051;46111;60;ATF - FINANCEIRO;2/2026;Médio;1;46111;Serviço;Serviços De Transporte Aéreo De Passageiros;;;;;;300000;1;1;373;102122-87/2026;300000
88/2026;732;28000;Aprovada;;serviços de locação de máquinas de café;SERVICOS;102122;46237;46357;120;ATA - ADMINISTRACAO;17/2026;Médio;1;46357;Serviço;Serviços de leasing ou aluguel relacionados a outros bens;;;20648;Locação máquinas automáticas e semi-automáticas (café, chá, algodão-doce, e outras);;28000;1;1;367;102122-88/2026;28000
89/2026;833;47000;Aprovada;Fase Externa;projeto reforma e ampliação do CPC;SERVICOS;102122;46083;46085;2;Engenharia;3/2026;Médio;1;46203;Serviço;Serviços de engenharia;;;22225;Serviço engenharia;;47000;1;1;366;102122-89/2026;47000
90/2026;853;60000;Aprovada;;serviços de lavanderia;SERVICOS;102122;46051;46171;120;ATA - ADMINISTRACAO;14/2026;Baixo;1;46172;Serviço;Serviços de limpeza;;;19542;Prestação de serviços de lavanderia;;60000;1;1;365;102122-90/2026;60000
91/2026;6515;94000;Aprovada;;equipamentos fono 2025;BENS;102122;46051;46171;120;CLINICA DE FONOAUDIOLOGIA;1/2026;Médio;1;46172;Material;Instrumentos, Equipamentos E Suprimentos Médicos  E  Cirúrgicos;1204;Audiômetro;;;;94000;1;1;372;102122-91/2026;94000
91/2026;6530;67000;Aprovada;;equipamentos fono 2025;BENS;102122;46051;46171;120;CLINICA DE FONOAUDIOLOGIA;1/2026;Médio;2;46172;Material;Mobiliário, Equipamentos, Utensílios E  Suprimentos  Hospitalares;6807;Equipamento Para Teste Emissão Otoacústica;;;;67000;1;1;370;102122-91/2026;67000
91/2026;6530;20000;Aprovada;;equipamentos fono 2025;BENS;102122;46051;46171;120;CLINICA DE FONOAUDIOLOGIA;1/2026;Médio;3;46172;Material;Mobiliário, Equipamentos, Utensílios E  Suprimentos  Hospitalares;6807;Equipamento Para Teste Emissão Otoacústica;;;;20000;1;1;371;102122-91/2026;20000
92/2026;7110;100000;Aprovada;;mobiliário específico CUIDAR e CEPAR;BENS;102122;46051;46171;120;CEPAR;10/2026;Médio;1;46142;Material;Mobiliário Para Escritório;;;;;;100000;1;1;368;102122-92/2026;100000
92/2026;7110;30000;Aprovada;;mobiliário específico CUIDAR e CEPAR;BENS;102122;46051;46171;120;CUIDAR;20/2026;Baixo;1;46172;Material;Mobiliário para escritório;;;;;;30000;1;1;369;102122-92/2026;30000
93/2026;6640;6000;Aprovada;;ultrassom e laser odontológico;BENS;102122;46175;46265;90;CPC;5/2026;Médio;1;46264;Material;Equipamentos e artigos de laboratório;;;;;;6000;1;1;383;102122-93/2026;6000
93/2026;6520;10000;Aprovada;;ultrassom e laser odontológico;BENS;102122;46175;46265;90;CPC;12/2026;Médio;1;46172;Material;Instrumentos, equipamentos e suprimentos dentários;;;;;;10000;1;1;382;102122-93/2026;10000
94/2026;4310;3000;Aprovada;;compressor para secagem de instrumentais;BENS;102122;46146;46237;91;CLINICA DE FONOAUDIOLOGIA;6/2026;Médio;1;46264;Material;Bombas e compressores a vácuo;;;;;;3000;1;1;381;102122-94/2026;3000
69/2026;872;35000;Aprovada;;Reforma e adequação das Salas de Diagnóstico Audiológico da Clínica de Fonoaudiologia;SERVICOS;102122;46084;46204;120;OBRAS;379/2025;Médio;1;46266;Serviço;Serviços de reparo de outros bens;;;;;;35000;1;1;315;102122-69/2026;35000
69/2026;872;280000;Aprovada;;Reforma e adequação das Salas de Diagnóstico Audiológico da Clínica de Fonoaudiologia;SERVICOS;102122;46084;46204;120;OBRAS;380/2025;Médio;1;46204;Serviço;Serviços de reparo de outros bens;;;;;;280000;1;1;314;102122-69/2026;280000
72/2026;833;4800000;Devolvida;;Reforma CIP I;SERVICOS;102122;46149;46329;180;OBRAS;382/2025;Médio;1;46082;Serviço;SERVIÇOS DE ENGENHARIA;;;;;;4800000;1;1;;;
70/2026;7010;10000;Aprovada;;Fluxo digital BAD;BENS;102122;45993;46113;120;BAD - DENT. ENDO. MAT ODONT.;375/2025;Alto;1;46101;Material;COMPUTADORES;19246;TABLET;;;;10000;1;1;312;102122-70/2026;10000
70/2026;7040;220000;Aprovada;;Fluxo digital BAD;BENS;102122;45993;46113;120;BAD - DENT. ENDO. MAT ODONT.;376/2025;Alto;1;46113;Material;Equipamentos de entrada de dados;;;;;;220000;1;1;313;102122-70/2026;220000
70/2026;7020;30000;Aprovada;;Fluxo digital BAD;BENS;102122;45993;46113;120;BAD - DENT. ENDO. MAT ODONT.;377/2025;Alto;1;46143;Material;Impressoras;8320;Impressora 3d;;;;30000;1;1;311;102122-70/2026;30000
71/2026;5450;22820,98;Aprovada;;Confecção e instalação da identidade visual do novo prédio do CEPAR (painéis luminosos dentro dos pa;SERVICOS;102122;46022;46142;120;CLINICA DE FONOAUDIOLOGIA;369/2025;Alto;1;46054;Material;Estruturas pré-fabricadas diversas;;;;;;22820,98;1;1;309;102122-71/2026;22820,98
71/2026;6675;25079,02;Aprovada;;Confecção e instalação da identidade visual do novo prédio do CEPAR (painéis luminosos dentro dos pa;SERVICOS;102122;46022;46142;120;CLINICA DE FONOAUDIOLOGIA;369/2025;Alto;2;46054;Material;Instrumentos de desenho, topografia e cartografia;;;;;;25079,02;1;1;310;102122-71/2026;25079,02
68/2026;839;85000;Aprovada;;Projeto Executivo pequenas obras áreas diversas;SERVICOS;102122;45992;46111;119;OBRAS;381/2025;Médio;1;46082;Serviço;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;;85000;1;1;316;102122-68/2026;85000
29/2026;7730;2300;Aprovada;;áudio visual;BENS;102122;45964;46083;119;ATAC - ACADEMICA;88/2025;Médio;1;46053;Material;Fonógrafos, Rádios E Televisores De Tipo Doméstico;;;;;;2300;1;1;355;102122-29/2026;2300
29/2026;5965;13000;Aprovada;;áudio visual;BENS;102122;45964;46083;119;ATAC - ACADEMICA;144/2025;Alto;1;46053;Material;FONES, MICROFONES E ALTO-FALANTES;;;;;;13000;1;1;362;102122-29/2026;13000
29/2026;5835;2958;Aprovada;;áudio visual;BENS;102122;45964;46083;119;ATAC - ACADEMICA;197/2025;Alto;1;46053;Material;Equipamentos para gravação e reprodução de som;;;;;;2958;1;1;356;102122-29/2026;2958
29/2026;5965;8000;Aprovada;;áudio visual;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;225/2025;Alto;1;46054;Material;FONES, MICROFONES E ALTO-FALANTES;;;;;;8000;1;1;364;102122-29/2026;8000
29/2026;6710;7000;Aprovada;;áudio visual;BENS;102122;45964;46083;119;BAF - FONOAUDIOLOGIA;228/2025;Alto;1;46054;Material;Câmaras Cinematográficas;1024;Filmadora/Monitor Portátil;;;;7000;1;1;333;102122-29/2026;7000
29/2026;7730;7500;Aprovada;;áudio visual;BENS;102122;45964;46083;119;BAP - Prótese e Periodontia;321/2025;Alto;1;46053;Material;Fonógrafos, Rádios E Televisores De Tipo Doméstico;12609;Televisor;460902;acessórios: controle remoto, características adicionais: smart tv, 4 k, wifi. entradas hdmi/usb, conversor, tamanho tela: 85, tipo tela: led, voltagem: 110/220;UN;7500;1;1;357;102122-29/2026;7500
29/2026;6720;17000;Aprovada;;áudio visual;BENS;102122;45964;46083;119;TEC. EDUCACIONAL;276/2025;Alto;1;46112;Material;Câmaras fotográficas;14570;Câmera Fotográfica Digital;615180;"acessórios: alça de prescoço, carregador de bateria, características adicionais: entrada de fone externo, wi-fi, bluetooth, formato gravação imagem: 4k, sensor imagem: aps-c de 24,1 megapixels, dual pixel cmos af, tipo efeitos visuais: ótico com um sistema af de 9 pontos, tipo foco: autofoco, tipo visor: lcd articulável de 3.0 touch screen, tipo zoom: optico:3x""";UN;17000;1;1;361;102122-29/2026;17000
29/2026;6720;8000;Aprovada;;áudio visual;BENS;102122;45964;46083;119;TEC. EDUCACIONAL;276/2025;Alto;2;46112;Material;Câmaras fotográficas;8788;Lente Para Câmera Fotográfica;624442;abertura máxima: f6,3, distância focal: 70 - 200 mm, distância m´ínima foco: 16 cm, distância mínima foco: 16 cm, taxa ampliação: 0,24 x, tipo: 150 - 600 mm, tipo de foco: autofoco, tipo lente: zoom;UN;8000;1;1;360;102122-29/2026;8000
29/2026;5965;3000;Aprovada;;áudio visual;BENS;102122;45964;46083;119;TEC. EDUCACIONAL;340/2025;Alto;1;46122;Material;FONES, MICROFONES E ALTO-FALANTES;9732;MICROFONE;469422;ALCANCE: 50, ALIMENTAÇÃO: PILHA, APLICAÇÃO: AUDITÓRIO, RESPOSTA FREQÜÊNCIA: 60HZ - 18, TIPO: SEM FIO;UN;600;5;1;344;102122-29/2026;3000
29/2026;6760;480;Aprovada;;áudio visual;BENS;102122;45964;46083;119;TEC. EDUCACIONAL;341/2025;Alto;1;46052;Material;Equipamento fotográfico e acessórios;9594;Memória Em Cartão Magnético;473093;aplicação: armazenamento de dados, capacidade memória: 32, características adicionais: classe 10, tipo cartao: micro sd;UN;160;3;1;342;102122-29/2026;480
29/2026;6760;540;Aprovada;;áudio visual;BENS;102122;45964;46083;119;TEC. EDUCACIONAL;341/2025;Alto;2;46052;Material;Equipamento fotográfico e acessórios;9594;Memória Em Cartão Magnético;477785;aplicação: armazenamento de dados, capacidade memória: 128, características adicionais: velocidade de leitura 170 mb/s, tipo cartao: sdxc;UN;180;3;1;343;102122-29/2026;540
29/2026;6760;3600;Aprovada;;áudio visual;BENS;102122;45964;46083;119;TEC. EDUCACIONAL;343/2025;Alto;1;46080;Material;Equipamento Fotográfico E Acessórios;979;Tripé;615904;altura máxima: 156,50, aplicação: câmara fotográfica ou filmadora, capacidade: 5, características adicionais: com placa de câmera deslizante com dois pinos, material: alumínio, tipo: fixo, tipo cabeça: bola de 60 mm;UN;1200;3;1;363;102122-29/2026;3600
29/2026;6760;2998;Aprovada;;áudio visual;BENS;102122;45964;46083;119;TEC. EDUCACIONAL;346/2025;Médio;1;46146;Material;EQUIPAMENTO FOTOGRÁFICO E ACESSÓRIOS;7635;FLASH;487701;COMPATIBILIDADE EQUIPAMENTO: CÂMERA DIGITAL CANON, DIMENSÕES: 78 X 143,2 X 122,7, TIPO: SPEEDLITE 600 EX, TIPO ALIMENTAÇÃO: PILHA;UN;1499;2;1;358;102122-29/2026;2998
29/2026;5835;528,24;Aprovada;;áudio visual;BENS;102122;45964;46083;119;ATAC - ACADEMICA;374/2025;Alto;1;46053;Material;Equipamentos para gravação e reprodução de som;;;;;;528,24;1;1;359;102122-29/2026;528,24
73/2026;833;382500;Aprovada;;Expansão da Casa da Afasia;SERVICOS;102122;46055;46233;178;OBRAS;384/2025;Baixo;1;46233;Serviço;SERVIÇOS DE ENGENHARIA;;;;;;382500;1;1;350;102122-73/2026;382500
74/2026;833;1182000;Devolvida;;Reforma da rede de informática da Clínica de Fonoaudiologia;SERVICOS;102122;46090;46209;119;OBRAS;383/2025;Médio;1;46209;Serviço;SERVIÇOS DE ENGENHARIA;;;;;;1182000;1;1;;;
77/2026;872;150000;Aprovada;;Reforma do anfiteatro da Odontopediatria;SERVICOS;102122;46052;46233;181;OBRAS;389/2025;Médio;1;46234;Serviço;Serviços de reparo de outros bens;;;;;;150000;1;1;354;102122-77/2026;150000
78/2026;6730;1500;Aprovada;;Substituição da tela de projeção da Sala da Congregação.;BENS;102122;45964;46083;119;ATAC - ACADEMICA;388/2025;Alto;1;46053;Material;Equipamento Para Projeção Fotográfica;;;;;;1500;1;1;353;102122-78/2026;1500
75/2026;831;384000;Aprovada;;Projeto Executivo de Ampliação do Bloco Didático I;SERVICOS;102122;45992;46111;119;OBRAS;387/2025;Alto;1;46082;Serviço;Serviços de consultoria e de gerência/gestão;;;;;;384000;1;1;352;102122-75/2026;384000
76/2026;541;7680000;Devolvida;;Obras de Ampliação do Bloco Didático I;SERVICOS;102122;46153;46332;179;OBRAS;386/2025;Médio;1;46332;Serviço;Serviços gerais de construção dos edifícios;;;4545;Obras civis de edificações residenciais e comerciais;;7680000;1;1;;;
